split_size,misclassification_rate,precision,recall
0.2,0.2466666666666667,0.5,0.16216216216216217
0.4,0.26,0.5263157894736842,0.12658227848101267
0.7,0.28435114503816794,0.38333333333333336,0.17037037037037037
