split_size,misclassification_rate,precision,recall
0.2,0.29333333333333333,0.3793103448275862,0.2972972972972973
0.4,0.2466666666666667,0.5641025641025641,0.27848101265822783
0.7,0.2538167938931297,0.53125,0.1259259259259259
